YYYY DOY Hour    X(au)     Y(au)     Z(au)
2022  48   5 -127.1363   10.1247   88.8524
2022  48   6 -127.1367   10.1246   88.8527
2022  48   7 -127.1370   10.1246   88.8529
2022  48   8 -127.1373   10.1247   88.8532
2022  48   9 -127.1377   10.1247   88.8534
2022  48  10 -127.1380   10.1247   88.8536
2022  48  11 -127.1383   10.1246   88.8539
2022  48  12 -127.1386   10.1246   88.8541
2022  48  13 -127.1390   10.1246   88.8544
2022  48  14 -127.1393   10.1246   88.8546
2022  48  15 -127.1396   10.1247   88.8548
2022  48  16 -127.1400   10.1246   88.8551
2022  48  17 -127.1403   10.1246   88.8553
2022  48  18 -127.1406   10.1246   88.8556
2022  48  19 -127.1410   10.1246   88.8558
2022  48  20 -127.1413   10.1246   88.8560
2022  48  21 -127.1416   10.1246   88.8563
2022  48  22 -127.1419   10.1246   88.8565
2022  48  23 -127.1423   10.1246   88.8568
2022  49   0 -127.1426   10.1246   88.8570
2022  49   1 -127.1429   10.1246   88.8572
2022  49   2 -127.1433   10.1246   88.8575
2022  49   3 -127.1436   10.1246   88.8577
2022  49   4 -127.1439   10.1246   88.8579
2022  49   5 -127.1442   10.1246   88.8582
2022  49   6 -127.1446   10.1246   88.8584
2022  49   7 -127.1449   10.1246   88.8587
2022  49   8 -127.1452   10.1246   88.8589
2022  49   9 -127.1456   10.1246   88.8592
2022  49  10 -127.1459   10.1246   88.8594
2022  49  11 -127.1462   10.1246   88.8596
2022  49  12 -127.1466   10.1246   88.8599
2022  49  13 -127.1469   10.1246   88.8601
2022  49  14 -127.1472   10.1246   88.8603
2022  49  15 -127.1475   10.1246   88.8606
2022  49  16 -127.1479   10.1246   88.8608
2022  49  17 -127.1482   10.1246   88.8611
2022  49  18 -127.1485   10.1246   88.8613
2022  49  19 -127.1489   10.1246   88.8615
2022  49  20 -127.1492   10.1245   88.8618
2022  49  21 -127.1495   10.1246   88.8620
2022  49  22 -127.1499   10.1246   88.8622
2022  49  23 -127.1502   10.1246   88.8625
2022  50   0 -127.1505   10.1246   88.8627
2022  50   1 -127.1508   10.1245   88.8630
2022  50   2 -127.1512   10.1245   88.8632
2022  50   3 -127.1515   10.1246   88.8634
2022  50   4 -127.1518   10.1246   88.8637
2022  50   5 -127.1522   10.1246   88.8639
2022  50   6 -127.1525   10.1245   88.8642
2022  50   7 -127.1528   10.1245   88.8644
2022  50   8 -127.1532   10.1245   88.8646
2022  50   9 -127.1535   10.1245   88.8649
2022  50  10 -127.1538   10.1246   88.8651
2022  50  11 -127.1541   10.1245   88.8654
2022  50  12 -127.1545   10.1245   88.8656
2022  50  13 -127.1548   10.1245   88.8658
2022  50  14 -127.1551   10.1245   88.8661
2022  50  15 -127.1554   10.1245   88.8663
2022  50  16 -127.1558   10.1245   88.8666
2022  50  17 -127.1561   10.1245   88.8668
2022  50  18 -127.1564   10.1245   88.8670
2022  50  19 -127.1568   10.1245   88.8673
2022  50  20 -127.1571   10.1245   88.8675
2022  50  21 -127.1574   10.1245   88.8678
2022  50  22 -127.1578   10.1245   88.8680
2022  50  23 -127.1581   10.1245   88.8682
2022  51   0 -127.1584   10.1245   88.8685
2022  51   1 -127.1588   10.1245   88.8687
2022  51   2 -127.1591   10.1245   88.8689
2022  51   3 -127.1594   10.1245   88.8692
2022  51   4 -127.1597   10.1245   88.8694
2022  51   5 -127.1601   10.1245   88.8697
2022  51   6 -127.1604   10.1245   88.8699
2022  51   7 -127.1607   10.1245   88.8701
2022  51   8 -127.1611   10.1245   88.8704
2022  51   9 -127.1614   10.1245   88.8706
2022  51  10 -127.1617   10.1245   88.8709
2022  51  11 -127.1621   10.1245   88.8711
2022  51  12 -127.1624   10.1245   88.8714
2022  51  13 -127.1627   10.1245   88.8716
2022  51  14 -127.1630   10.1245   88.8718
2022  51  15 -127.1634   10.1244   88.8721
2022  51  16 -127.1637   10.1244   88.8723
2022  51  17 -127.1640   10.1245   88.8725
2022  51  18 -127.1644   10.1245   88.8728
2022  51  19 -127.1647   10.1245   88.8730
2022  51  20 -127.1650   10.1244   88.8733
2022  51  21 -127.1654   10.1244   88.8735
2022  51  22 -127.1657   10.1244   88.8737
2022  51  23 -127.1660   10.1245   88.8740
2022  52   0 -127.1663   10.1245   88.8742
2022  52   1 -127.1667   10.1244   88.8744
2022  52   2 -127.1670   10.1244   88.8747
2022  52   3 -127.1673   10.1244   88.8749
2022  52   4 -127.1677   10.1244   88.8752
2022  52   5 -127.1680   10.1245   88.8754
2022  52   6 -127.1683   10.1244   88.8756
2022  52   7 -127.1687   10.1244   88.8759
2022  52   8 -127.1690   10.1244   88.8761
2022  52   9 -127.1693   10.1244   88.8764
2022  52  10 -127.1696   10.1244   88.8766
2022  52  11 -127.1700   10.1244   88.8768
2022  52  12 -127.1703   10.1244   88.8771
2022  52  13 -127.1706   10.1244   88.8773
2022  52  14 -127.1709   10.1244   88.8776
2022  52  15 -127.1713   10.1244   88.8778
2022  52  16 -127.1716   10.1244   88.8780
2022  52  17 -127.1719   10.1244   88.8783
2022  52  18 -127.1723   10.1244   88.8785
2022  52  19 -127.1726   10.1244   88.8788
2022  52  20 -127.1729   10.1244   88.8790
2022  52  21 -127.1733   10.1244   88.8792
2022  52  22 -127.1736   10.1244   88.8795
2022  52  23 -127.1739   10.1244   88.8797
2022  53   0 -127.1742   10.1244   88.8800
2022  53   1 -127.1746   10.1244   88.8802
2022  53   2 -127.1749   10.1244   88.8804
2022  53   3 -127.1752   10.1244   88.8807
2022  53   4 -127.1756   10.1244   88.8809
2022  53   5 -127.1759   10.1244   88.8811
2022  53   6 -127.1762   10.1244   88.8814
2022  53   7 -127.1766   10.1244   88.8816
2022  53   8 -127.1769   10.1244   88.8819
2022  53   9 -127.1772   10.1244   88.8821
2022  53  10 -127.1776   10.1244   88.8824
2022  53  11 -127.1779   10.1243   88.8826
2022  53  12 -127.1782   10.1244   88.8828
2022  53  13 -127.1785   10.1244   88.8831
2022  53  14 -127.1789   10.1244   88.8833
2022  53  15 -127.1792   10.1243   88.8835
2022  53  16 -127.1795   10.1243   88.8838
2022  53  17 -127.1799   10.1243   88.8840
2022  53  18 -127.1802   10.1244   88.8843
2022  53  19 -127.1805   10.1244   88.8845
2022  53  20 -127.1808   10.1243   88.8847
2022  53  21 -127.1812   10.1243   88.8850
2022  53  22 -127.1815   10.1243   88.8852
2022  53  23 -127.1818   10.1243   88.8855
2022  54   0 -127.1822   10.1243   88.8857
2022  54   1 -127.1825   10.1243   88.8859
2022  54   2 -127.1828   10.1243   88.8862
2022  54   3 -127.1832   10.1243   88.8864
2022  54   4 -127.1835   10.1243   88.8867
2022  54   5 -127.1838   10.1243   88.8869
2022  54   6 -127.1841   10.1243   88.8871
2022  54   7 -127.1845   10.1243   88.8874
2022  54   8 -127.1848   10.1243   88.8876
2022  54   9 -127.1851   10.1243   88.8878
2022  54  10 -127.1855   10.1243   88.8881
2022  54  11 -127.1858   10.1243   88.8883
2022  54  12 -127.1861   10.1243   88.8886
2022  54  13 -127.1864   10.1243   88.8888
2022  54  14 -127.1868   10.1243   88.8891
2022  54  15 -127.1871   10.1243   88.8893
2022  54  16 -127.1874   10.1243   88.8895
2022  54  17 -127.1878   10.1243   88.8898
2022  54  18 -127.1881   10.1243   88.8900
2022  54  19 -127.1884   10.1243   88.8902
2022  54  20 -127.1888   10.1243   88.8905
2022  54  21 -127.1891   10.1243   88.8907
2022  54  22 -127.1894   10.1243   88.8910
2022  54  23 -127.1897   10.1243   88.8912
2022  55   0 -127.1901   10.1243   88.8914
2022  55   1 -127.1904   10.1243   88.8917
2022  55   2 -127.1907   10.1243   88.8919
2022  55   3 -127.1911   10.1243   88.8922
2022  55   4 -127.1914   10.1243   88.8924
2022  55   5 -127.1917   10.1243   88.8926
2022  55   6 -127.1921   10.1242   88.8929
2022  55   7 -127.1924   10.1243   88.8931
2022  55   8 -127.1927   10.1243   88.8934
2022  55   9 -127.1930   10.1243   88.8936
2022  55  10 -127.1934   10.1242   88.8938
2022  55  11 -127.1937   10.1242   88.8941
2022  55  12 -127.1940   10.1242   88.8943
2022  55  13 -127.1944   10.1242   88.8946
2022  55  14 -127.1947   10.1243   88.8948
2022  55  15 -127.1950   10.1242   88.8950
2022  55  16 -127.1954   10.1242   88.8953
2022  55  17 -127.1957   10.1242   88.8955
2022  55  18 -127.1960   10.1242   88.8958
2022  55  19 -127.1964   10.1242   88.8960
2022  55  20 -127.1967   10.1242   88.8962
2022  55  21 -127.1970   10.1242   88.8965
2022  55  22 -127.1973   10.1242   88.8967
2022  55  23 -127.1977   10.1242   88.8969
2022  56   0 -127.1980   10.1242   88.8972
2022  56   1 -127.1983   10.1242   88.8974
2022  56   2 -127.1986   10.1242   88.8977
2022  56   3 -127.1990   10.1242   88.8979
2022  56   4 -127.1993   10.1242   88.8981
2022  56   5 -127.1996   10.1242   88.8984
2022  56   6 -127.2000   10.1242   88.8986
2022  56   7 -127.2003   10.1242   88.8988
2022  56   8 -127.2006   10.1242   88.8991
2022  56   9 -127.2010   10.1242   88.8993
2022  56  10 -127.2013   10.1242   88.8996
2022  56  11 -127.2016   10.1242   88.8998
2022  56  12 -127.2020   10.1242   88.9000
2022  56  13 -127.2023   10.1242   88.9003
2022  56  14 -127.2026   10.1242   88.9005
2022  56  15 -127.2029   10.1242   88.9008
2022  56  16 -127.2033   10.1242   88.9010
2022  56  17 -127.2036   10.1242   88.9013
2022  56  18 -127.2039   10.1242   88.9015
2022  56  19 -127.2043   10.1242   88.9017
2022  56  20 -127.2046   10.1241   88.9020
2022  56  21 -127.2049   10.1242   88.9022
2022  56  22 -127.2052   10.1242   88.9024
2022  56  23 -127.2056   10.1242   88.9027
2022  57   0 -127.2059   10.1242   88.9029
2022  57   1 -127.2062   10.1241   88.9032
2022  57   2 -127.2066   10.1242   88.9034
2022  57   3 -127.2069   10.1242   88.9036
2022  57   4 -127.2072   10.1242   88.9039
2022  57   5 -127.2076   10.1242   88.9041
2022  57   6 -127.2079   10.1241   88.9044
2022  57   7 -127.2082   10.1241   88.9046
2022  57   8 -127.2086   10.1241   88.9048
2022  57   9 -127.2089   10.1242   88.9051
2022  57  10 -127.2092   10.1241   88.9053
2022  57  11 -127.2095   10.1241   88.9056
2022  57  12 -127.2099   10.1241   88.9058
2022  57  13 -127.2102   10.1241   88.9060
2022  57  14 -127.2105   10.1241   88.9063
2022  57  15 -127.2108   10.1241   88.9065
2022  57  16 -127.2112   10.1241   88.9068
2022  57  17 -127.2115   10.1241   88.9070
2022  57  18 -127.2118   10.1241   88.9072
2022  57  19 -127.2122   10.1241   88.9075
2022  57  20 -127.2125   10.1241   88.9077
2022  57  21 -127.2128   10.1241   88.9080
2022  57  22 -127.2132   10.1241   88.9082
2022  57  23 -127.2135   10.1241   88.9084
2022  58   0 -127.2138   10.1241   88.9087
2022  58   1 -127.2141   10.1241   88.9089
2022  58   2 -127.2145   10.1241   88.9091
2022  58   3 -127.2148   10.1241   88.9094
2022  58   4 -127.2151   10.1241   88.9096
2022  58   5 -127.2155   10.1241   88.9099
2022  58   6 -127.2158   10.1241   88.9101
2022  58   7 -127.2161   10.1241   88.9103
2022  58   8 -127.2165   10.1241   88.9106
2022  58   9 -127.2168   10.1241   88.9108
2022  58  10 -127.2171   10.1241   88.9111
2022  58  11 -127.2175   10.1241   88.9113
2022  58  12 -127.2178   10.1241   88.9115
2022  58  13 -127.2181   10.1241   88.9118
2022  58  14 -127.2184   10.1241   88.9120
2022  58  15 -127.2188   10.1240   88.9122
2022  58  16 -127.2191   10.1241   88.9125
2022  58  17 -127.2194   10.1241   88.9127
2022  58  18 -127.2198   10.1241   88.9130
2022  58  19 -127.2201   10.1241   88.9132
2022  58  20 -127.2204   10.1240   88.9135
2022  58  21 -127.2207   10.1241   88.9137
2022  58  22 -127.2211   10.1241   88.9139
2022  58  23 -127.2214   10.1241   88.9142
2022  59   0 -127.2217   10.1241   88.9144
2022  59   1 -127.2221   10.1240   88.9146
2022  59   2 -127.2224   10.1240   88.9149
2022  59   3 -127.2227   10.1240   88.9151
2022  59   4 -127.2231   10.1241   88.9154
2022  59   5 -127.2234   10.1241   88.9156
2022  59   6 -127.2237   10.1240   88.9158
2022  59   7 -127.2240   10.1240   88.9161
2022  59   8 -127.2244   10.1240   88.9163
2022  59   9 -127.2247   10.1240   88.9166
2022  59  10 -127.2250   10.1240   88.9168
2022  59  11 -127.2253   10.1240   88.9170
2022  59  12 -127.2257   10.1240   88.9173
2022  59  13 -127.2260   10.1240   88.9175
2022  59  14 -127.2263   10.1240   88.9178
2022  59  15 -127.2267   10.1240   88.9180
2022  59  16 -127.2270   10.1240   88.9182
2022  59  17 -127.2273   10.1240   88.9185
2022  59  18 -127.2277   10.1240   88.9187
2022  59  19 -127.2280   10.1240   88.9190
2022  59  20 -127.2283   10.1240   88.9192
2022  59  21 -127.2287   10.1240   88.9194
2022  59  22 -127.2290   10.1240   88.9197
2022  59  23 -127.2293   10.1240   88.9199
2022  60   0 -127.2296   10.1240   88.9202
2022  60   1 -127.2300   10.1240   88.9204
2022  60   2 -127.2303   10.1240   88.9206
2022  60   3 -127.2306   10.1240   88.9209
2022  60   4 -127.2310   10.1240   88.9211
2022  60   5 -127.2313   10.1240   88.9213
2022  60   6 -127.2316   10.1240   88.9216
2022  60   7 -127.2319   10.1240   88.9218
2022  60   8 -127.2323   10.1240   88.9221
2022  60   9 -127.2326   10.1240   88.9223
2022  60  10 -127.2329   10.1239   88.9225
2022  60  11 -127.2333   10.1240   88.9228
2022  60  12 -127.2336   10.1240   88.9230
2022  60  13 -127.2339   10.1240   88.9233
2022  60  14 -127.2343   10.1240   88.9235
2022  60  15 -127.2346   10.1239   88.9238
2022  60  16 -127.2349   10.1239   88.9240
2022  60  17 -127.2353   10.1239   88.9242
2022  60  18 -127.2356   10.1240   88.9245
2022  60  19 -127.2359   10.1240   88.9247
2022  60  20 -127.2362   10.1239   88.9249
2022  60  21 -127.2366   10.1239   88.9252
2022  60  22 -127.2369   10.1239   88.9254
2022  60  23 -127.2372   10.1239   88.9257
2022  61   0 -127.2375   10.1240   88.9259
2022  61   1 -127.2379   10.1239   88.9261
2022  61   2 -127.2382   10.1239   88.9264
2022  61   3 -127.2385   10.1239   88.9266
2022  61   4 -127.2389   10.1239   88.9268
2022  61   5 -127.2392   10.1239   88.9271
2022  61   6 -127.2395   10.1239   88.9273
2022  61   7 -127.2399   10.1239   88.9276
2022  61   8 -127.2402   10.1239   88.9278
2022  61   9 -127.2405   10.1239   88.9280
2022  61  10 -127.2409   10.1239   88.9283
2022  61  11 -127.2412   10.1239   88.9285
2022  61  12 -127.2415   10.1239   88.9288
2022  61  13 -127.2418   10.1239   88.9290
2022  61  14 -127.2422   10.1239   88.9293
2022  61  15 -127.2425   10.1239   88.9295
2022  61  16 -127.2428   10.1239   88.9297
2022  61  17 -127.2432   10.1239   88.9300
2022  61  18 -127.2435   10.1239   88.9302
2022  61  19 -127.2438   10.1239   88.9304
2022  61  20 -127.2442   10.1239   88.9307
2022  61  21 -127.2445   10.1239   88.9309
2022  61  22 -127.2448   10.1239   88.9311
2022  61  23 -127.2451   10.1239   88.9314
2022  62   0 -127.2455   10.1239   88.9316
2022  62   1 -127.2458   10.1239   88.9319
2022  62   2 -127.2461   10.1239   88.9321
2022  62   3 -127.2465   10.1239   88.9324
2022  62   4 -127.2468   10.1239   88.9326
2022  62   5 -127.2471   10.1238   88.9328
2022  62   6 -127.2475   10.1239   88.9331
2022  62   7 -127.2478   10.1239   88.9333
2022  62   8 -127.2481   10.1239   88.9335
2022  62   9 -127.2484   10.1239   88.9338
2022  62  10 -127.2488   10.1238   88.9340
2022  62  11 -127.2491   10.1238   88.9343
2022  62  12 -127.2494   10.1238   88.9345
2022  62  13 -127.2498   10.1239   88.9348
2022  62  14 -127.2501   10.1239   88.9350
2022  62  15 -127.2504   10.1238   88.9352
2022  62  16 -127.2507   10.1238   88.9355
2022  62  17 -127.2511   10.1238   88.9357
2022  62  18 -127.2514   10.1238   88.9359
2022  62  19 -127.2517   10.1239   88.9362
2022  62  20 -127.2521   10.1238   88.9364
2022  62  21 -127.2524   10.1238   88.9367
2022  62  22 -127.2527   10.1238   88.9369
2022  62  23 -127.2531   10.1238   88.9371
2022  63   0 -127.2534   10.1238   88.9374
2022  63   1 -127.2537   10.1238   88.9376
2022  63   2 -127.2540   10.1238   88.9379
2022  63   3 -127.2544   10.1238   88.9381
2022  63   4 -127.2547   10.1238   88.9383
2022  63   5 -127.2550   10.1238   88.9386
2022  63   6 -127.2554   10.1238   88.9388
2022  63   7 -127.2557   10.1238   88.9390
2022  63   8 -127.2560   10.1238   88.9393
2022  63   9 -127.2563   10.1238   88.9395
2022  63  10 -127.2567   10.1238   88.9398
2022  63  11 -127.2570   10.1238   88.9400
2022  63  12 -127.2573   10.1238   88.9402
2022  63  13 -127.2577   10.1238   88.9405
2022  63  14 -127.2580   10.1238   88.9407
2022  63  15 -127.2583   10.1238   88.9410
2022  63  16 -127.2587   10.1238   88.9412
2022  63  17 -127.2590   10.1238   88.9414
2022  63  18 -127.2593   10.1238   88.9417
2022  63  19 -127.2597   10.1238   88.9419
2022  63  20 -127.2600   10.1238   88.9422
2022  63  21 -127.2603   10.1238   88.9424
2022  63  22 -127.2606   10.1238   88.9426
2022  63  23 -127.2610   10.1238   88.9429
2022  64   0 -127.2613   10.1238   88.9431
2022  64   1 -127.2616   10.1238   88.9434
2022  64   2 -127.2620   10.1238   88.9436
2022  64   3 -127.2623   10.1238   88.9438
2022  64   4 -127.2626   10.1238   88.9441
2022  64   5 -127.2630   10.1237   88.9443
2022  64   6 -127.2633   10.1237   88.9446
2022  64   7 -127.2636   10.1237   88.9448
2022  64   8 -127.2639   10.1238   88.9450
2022  64   9 -127.2643   10.1238   88.9453
2022  64  10 -127.2646   10.1237   88.9455
2022  64  11 -127.2649   10.1237   88.9457
2022  64  12 -127.2652   10.1237   88.9460
2022  64  13 -127.2656   10.1237   88.9462
2022  64  14 -127.2659   10.1238   88.9465
2022  64  15 -127.2662   10.1237   88.9467
2022  64  16 -127.2666   10.1237   88.9470
2022  64  17 -127.2669   10.1237   88.9472
2022  64  18 -127.2672   10.1237   88.9474
2022  64  19 -127.2676   10.1237   88.9477
2022  64  20 -127.2679   10.1237   88.9479
2022  64  21 -127.2682   10.1237   88.9482
2022  64  22 -127.2685   10.1237   88.9484
2022  64  23 -127.2689   10.1237   88.9486
2022  65   0 -127.2692   10.1237   88.9489
2022  65   1 -127.2695   10.1237   88.9491
2022  65   2 -127.2699   10.1237   88.9493
2022  65   3 -127.2702   10.1237   88.9496
2022  65   4 -127.2705   10.1237   88.9498
2022  65   5 -127.2709   10.1237   88.9501
2022  65   6 -127.2712   10.1237   88.9503
2022  65   7 -127.2715   10.1237   88.9505
2022  65   8 -127.2718   10.1237   88.9508
2022  65   9 -127.2722   10.1237   88.9510
2022  65  10 -127.2725   10.1237   88.9513
2022  65  11 -127.2728   10.1237   88.9515
2022  65  12 -127.2732   10.1237   88.9517
2022  65  13 -127.2735   10.1237   88.9520
2022  65  14 -127.2738   10.1237   88.9522
2022  65  15 -127.2742   10.1237   88.9525
2022  65  16 -127.2745   10.1237   88.9527
2022  65  17 -127.2748   10.1237   88.9529
2022  65  18 -127.2752   10.1237   88.9532
2022  65  19 -127.2755   10.1237   88.9534
2022  65  20 -127.2758   10.1236   88.9537
2022  65  21 -127.2761   10.1237   88.9539
2022  65  22 -127.2765   10.1237   88.9541
2022  65  23 -127.2768   10.1237   88.9544
2022  66   0 -127.2771   10.1236   88.9546
2022  66   1 -127.2774   10.1236   88.9548
2022  66   2 -127.2778   10.1236   88.9551
2022  66   3 -127.2781   10.1237   88.9553
2022  66   4 -127.2784   10.1237   88.9556
2022  66   5 -127.2788   10.1236   88.9558
2022  66   6 -127.2791   10.1236   88.9560
2022  66   7 -127.2794   10.1236   88.9563
2022  66   8 -127.2798   10.1236   88.9565
2022  66   9 -127.2801   10.1237   88.9568
2022  66  10 -127.2804   10.1236   88.9570
2022  66  11 -127.2807   10.1236   88.9573
2022  66  12 -127.2811   10.1236   88.9575
2022  66  13 -127.2814   10.1236   88.9577
2022  66  14 -127.2817   10.1236   88.9579
2022  66  15 -127.2821   10.1236   88.9582
2022  66  16 -127.2824   10.1236   88.9584
2022  66  17 -127.2827   10.1236   88.9587
2022  66  18 -127.2831   10.1236   88.9589
2022  66  19 -127.2834   10.1236   88.9592
2022  66  20 -127.2837   10.1236   88.9594
2022  66  21 -127.2840   10.1236   88.9596
2022  66  22 -127.2844   10.1236   88.9599
2022  66  23 -127.2847   10.1236   88.9601
2022  67   0 -127.2850   10.1236   88.9603
2022  67   1 -127.2854   10.1236   88.9606
2022  67   2 -127.2857   10.1236   88.9608
2022  67   3 -127.2860   10.1236   88.9611
2022  67   4 -127.2864   10.1236   88.9613
2022  67   5 -127.2867   10.1236   88.9615
2022  67   6 -127.2870   10.1236   88.9618
2022  67   7 -127.2873   10.1236   88.9620
2022  67   8 -127.2877   10.1236   88.9623
2022  67   9 -127.2880   10.1236   88.9625
2022  67  10 -127.2883   10.1236   88.9627
2022  67  11 -127.2887   10.1236   88.9630
2022  67  12 -127.2890   10.1236   88.9632
2022  67  13 -127.2893   10.1236   88.9635
2022  67  14 -127.2897   10.1236   88.9637
2022  67  15 -127.2900   10.1235   88.9639
2022  67  16 -127.2903   10.1236   88.9642
2022  67  17 -127.2906   10.1236   88.9644
2022  67  18 -127.2910   10.1236   88.9646
2022  67  19 -127.2913   10.1236   88.9649
2022  67  20 -127.2916   10.1235   88.9651
2022  67  21 -127.2920   10.1235   88.9654
2022  67  22 -127.2923   10.1236   88.9656
2022  67  23 -127.2926   10.1236   88.9659
2022  68   0 -127.2929   10.1235   88.9661
2022  68   1 -127.2933   10.1235   88.9663
2022  68   2 -127.2936   10.1235   88.9666
2022  68   3 -127.2939   10.1235   88.9668
2022  68   4 -127.2943   10.1236   88.9670
2022  68   5 -127.2946   10.1235   88.9673
2022  68   6 -127.2949   10.1235   88.9675
2022  68   7 -127.2953   10.1235   88.9678
2022  68   8 -127.2956   10.1235   88.9680
2022  68   9 -127.2959   10.1235   88.9682
2022  68  10 -127.2962   10.1235   88.9685
2022  68  11 -127.2966   10.1235   88.9687
2022  68  12 -127.2969   10.1235   88.9690
2022  68  13 -127.2972   10.1235   88.9692
2022  68  14 -127.2976   10.1235   88.9695
2022  68  15 -127.2979   10.1235   88.9697
2022  68  16 -127.2982   10.1235   88.9699
2022  68  17 -127.2986   10.1235   88.9702
2022  68  18 -127.2989   10.1235   88.9704
2022  68  19 -127.2992   10.1235   88.9706
2022  68  20 -127.2996   10.1235   88.9709
2022  68  21 -127.2999   10.1235   88.9711
2022  68  22 -127.3002   10.1235   88.9714
2022  68  23 -127.3005   10.1235   88.9716
2022  69   0 -127.3009   10.1235   88.9718
2022  69   1 -127.3012   10.1235   88.9721
2022  69   2 -127.3015   10.1235   88.9723
2022  69   3 -127.3019   10.1235   88.9725
2022  69   4 -127.3022   10.1235   88.9728
2022  69   5 -127.3025   10.1235   88.9730
2022  69   6 -127.3028   10.1235   88.9733
2022  69   7 -127.3032   10.1235   88.9735
2022  69   8 -127.3035   10.1235   88.9737
2022  69   9 -127.3038   10.1235   88.9740
2022  69  10 -127.3042   10.1234   88.9742
2022  69  11 -127.3045   10.1235   88.9745
2022  69  12 -127.3048   10.1235   88.9747
2022  69  13 -127.3051   10.1235   88.9749
2022  69  14 -127.3055   10.1235   88.9752
2022  69  15 -127.3058   10.1234   88.9754
2022  69  16 -127.3061   10.1234   88.9757
2022  69  17 -127.3065   10.1235   88.9759
2022  69  18 -127.3068   10.1235   88.9761
2022  69  19 -127.3071   10.1235   88.9764
2022  69  20 -127.3075   10.1234   88.9766
2022  69  21 -127.3078   10.1234   88.9768
2022  69  22 -127.3081   10.1234   88.9771
2022  69  23 -127.3084   10.1234   88.9773
2022  70   0 -127.3088   10.1234   88.9776
2022  70   1 -127.3091   10.1234   88.9778
2022  70   2 -127.3094   10.1234   88.9781
2022  70   3 -127.3098   10.1234   88.9783
2022  70   4 -127.3101   10.1234   88.9785
2022  70   5 -127.3104   10.1234   88.9788
2022  70   6 -127.3108   10.1234   88.9790
2022  70   7 -127.3111   10.1234   88.9792
2022  70   8 -127.3114   10.1234   88.9795
2022  70   9 -127.3117   10.1234   88.9797
2022  70  10 -127.3121   10.1234   88.9800
2022  70  11 -127.3124   10.1234   88.9802
2022  70  12 -127.3127   10.1234   88.9805
2022  70  13 -127.3131   10.1234   88.9807
2022  70  14 -127.3134   10.1234   88.9809
2022  70  15 -127.3137   10.1234   88.9812
2022  70  16 -127.3140   10.1234   88.9814
2022  70  17 -127.3144   10.1234   88.9817
2022  70  18 -127.3147   10.1234   88.9819
2022  70  19 -127.3150   10.1234   88.9821
2022  70  20 -127.3154   10.1234   88.9824
2022  70  21 -127.3157   10.1234   88.9826
2022  70  22 -127.3160   10.1234   88.9828
2022  70  23 -127.3164   10.1234   88.9831
2022  71   0 -127.3167   10.1234   88.9833
2022  71   1 -127.3170   10.1234   88.9836
2022  71   2 -127.3174   10.1234   88.9838
2022  71   3 -127.3177   10.1234   88.9840
2022  71   4 -127.3180   10.1234   88.9843
2022  71   5 -127.3183   10.1233   88.9845
2022  71   6 -127.3187   10.1234   88.9848
2022  71   7 -127.3190   10.1234   88.9850
2022  71   8 -127.3193   10.1234   88.9852
2022  71   9 -127.3196   10.1234   88.9855
2022  71  10 -127.3200   10.1233   88.9857
2022  71  11 -127.3203   10.1233   88.9860
2022  71  12 -127.3206   10.1234   88.9862
2022  71  13 -127.3210   10.1233   88.9864
2022  71  14 -127.3213   10.1234   88.9867
2022  71  15 -127.3216   10.1233   88.9869
2022  71  16 -127.3220   10.1233   88.9871
2022  71  17 -127.3223   10.1233   88.9874
2022  71  18 -127.3226   10.1233   88.9876
2022  71  19 -127.3229   10.1233   88.9879
2022  71  20 -127.3233   10.1233   88.9881
2022  71  21 -127.3236   10.1233   88.9883
2022  71  22 -127.3239   10.1233   88.9886
2022  71  23 -127.3243   10.1233   88.9888
2022  72   0 -127.3246   10.1233   88.9891
2022  72   1 -127.3249   10.1233   88.9893
2022  72   2 -127.3253   10.1233   88.9895
2022  72   3 -127.3256   10.1233   88.9898
2022  72   4 -127.3259   10.1233   88.9900
2022  72   5 -127.3263   10.1233   88.9903
2022  72   6 -127.3266   10.1233   88.9905
2022  72   7 -127.3269   10.1233   88.9907
2022  72   8 -127.3272   10.1233   88.9910
2022  72   9 -127.3276   10.1233   88.9912
2022  72  10 -127.3279   10.1233   88.9915
2022  72  11 -127.3282   10.1233   88.9917
2022  72  12 -127.3286   10.1233   88.9919
2022  72  13 -127.3289   10.1233   88.9922
2022  72  14 -127.3292   10.1233   88.9924
2022  72  15 -127.3295   10.1233   88.9927
2022  72  16 -127.3299   10.1233   88.9929
2022  72  17 -127.3302   10.1233   88.9931
2022  72  18 -127.3305   10.1233   88.9934
2022  72  19 -127.3309   10.1233   88.9936
2022  72  20 -127.3312   10.1233   88.9939
2022  72  21 -127.3315   10.1233   88.9941
2022  72  22 -127.3319   10.1233   88.9943
2022  72  23 -127.3322   10.1233   88.9946
2022  73   0 -127.3325   10.1232   88.9948
2022  73   1 -127.3328   10.1233   88.9950
2022  73   2 -127.3332   10.1233   88.9953
2022  73   3 -127.3335   10.1233   88.9955
2022  73   4 -127.3338   10.1233   88.9958
2022  73   5 -127.3342   10.1232   88.9960
2022  73   6 -127.3345   10.1232   88.9962
2022  73   7 -127.3348   10.1233   88.9965
2022  73   8 -127.3351   10.1232   88.9967
2022  73   9 -127.3355   10.1233   88.9969
2022  73  10 -127.3358   10.1232   88.9972
2022  73  11 -127.3361   10.1232   88.9974
