YYYY DOY Hour    X(au)     Y(au)     Z(au)
2020 154  19 -122.1943   10.1613   85.2653
2020 154  20 -122.1946   10.1613   85.2655
2020 154  21 -122.1950   10.1613   85.2658
2020 154  22 -122.1953   10.1613   85.2660
2020 154  23 -122.1956   10.1613   85.2663
2020 155   0 -122.1960   10.1613   85.2665
2020 155   1 -122.1963   10.1613   85.2667
2020 155   2 -122.1966   10.1613   85.2670
2020 155   3 -122.1970   10.1613   85.2672
2020 155   4 -122.1973   10.1613   85.2674
2020 155   5 -122.1976   10.1613   85.2677
2020 155   6 -122.1979   10.1613   85.2679
2020 155   7 -122.1983   10.1613   85.2682
2020 155   8 -122.1986   10.1613   85.2684
2020 155   9 -122.1989   10.1613   85.2686
2020 155  10 -122.1993   10.1613   85.2689
2020 155  11 -122.1996   10.1612   85.2691
2020 155  12 -122.1999   10.1612   85.2694
2020 155  13 -122.2003   10.1612   85.2696
2020 155  14 -122.2006   10.1613   85.2698
2020 155  15 -122.2009   10.1613   85.2701
2020 155  16 -122.2012   10.1612   85.2703
2020 155  17 -122.2016   10.1613   85.2706
2020 155  18 -122.2019   10.1612   85.2708
2020 155  19 -122.2022   10.1612   85.2710
2020 155  20 -122.2026   10.1612   85.2713
2020 155  21 -122.2029   10.1612   85.2715
2020 155  22 -122.2032   10.1612   85.2718
2020 155  23 -122.2036   10.1612   85.2720
2020 156   0 -122.2039   10.1612   85.2722
2020 156   1 -122.2042   10.1612   85.2725
2020 156   2 -122.2045   10.1612   85.2727
2020 156   3 -122.2049   10.1612   85.2730
2020 156   4 -122.2052   10.1612   85.2732
2020 156   5 -122.2055   10.1612   85.2734
2020 156   6 -122.2059   10.1612   85.2737
2020 156   7 -122.2062   10.1612   85.2739
2020 156   8 -122.2065   10.1612   85.2742
2020 156   9 -122.2069   10.1612   85.2744
2020 156  10 -122.2072   10.1612   85.2746
2020 156  11 -122.2075   10.1612   85.2749
2020 156  12 -122.2078   10.1612   85.2751
2020 156  13 -122.2082   10.1612   85.2754
2020 156  14 -122.2085   10.1612   85.2756
2020 156  15 -122.2088   10.1612   85.2758
2020 156  16 -122.2092   10.1612   85.2761
2020 156  17 -122.2095   10.1612   85.2763
2020 156  18 -122.2098   10.1612   85.2765
2020 156  19 -122.2102   10.1612   85.2768
2020 156  20 -122.2105   10.1612   85.2770
2020 156  21 -122.2108   10.1612   85.2773
2020 156  22 -122.2111   10.1611   85.2775
2020 156  23 -122.2115   10.1612   85.2777
2020 157   0 -122.2118   10.1611   85.2780
2020 157   1 -122.2121   10.1611   85.2782
2020 157   2 -122.2125   10.1612   85.2785
2020 157   3 -122.2128   10.1612   85.2787
2020 157   4 -122.2131   10.1612   85.2789
2020 157   5 -122.2135   10.1611   85.2792
2020 157   6 -122.2138   10.1612   85.2794
2020 157   7 -122.2141   10.1611   85.2797
2020 157   8 -122.2144   10.1611   85.2799
2020 157   9 -122.2148   10.1611   85.2801
2020 157  10 -122.2151   10.1611   85.2804
2020 157  11 -122.2154   10.1611   85.2806
2020 157  12 -122.2158   10.1611   85.2809
2020 157  13 -122.2161   10.1611   85.2811
2020 157  14 -122.2164   10.1611   85.2813
2020 157  15 -122.2168   10.1611   85.2816
2020 157  16 -122.2171   10.1611   85.2818
2020 157  17 -122.2174   10.1611   85.2820
2020 157  18 -122.2177   10.1611   85.2823
2020 157  19 -122.2181   10.1611   85.2825
2020 157  20 -122.2184   10.1611   85.2828
2020 157  21 -122.2187   10.1611   85.2830
2020 157  22 -122.2191   10.1611   85.2832
2020 157  23 -122.2194   10.1611   85.2835
2020 158   0 -122.2197   10.1611   85.2837
2020 158   1 -122.2201   10.1611   85.2840
2020 158   2 -122.2204   10.1611   85.2842
2020 158   3 -122.2207   10.1611   85.2844
2020 158   4 -122.2210   10.1611   85.2847
2020 158   5 -122.2214   10.1611   85.2849
2020 158   6 -122.2217   10.1611   85.2852
2020 158   7 -122.2220   10.1611   85.2854
2020 158   8 -122.2224   10.1611   85.2856
2020 158   9 -122.2227   10.1611   85.2859
2020 158  10 -122.2230   10.1611   85.2861
2020 158  11 -122.2234   10.1611   85.2864
2020 158  12 -122.2237   10.1611   85.2866
2020 158  13 -122.2240   10.1611   85.2868
2020 158  14 -122.2243   10.1611   85.2871
2020 158  15 -122.2247   10.1611   85.2873
2020 158  16 -122.2250   10.1611   85.2876
2020 158  17 -122.2253   10.1611   85.2878
2020 158  18 -122.2257   10.1610   85.2880
2020 158  19 -122.2260   10.1611   85.2883
2020 158  20 -122.2263   10.1610   85.2885
2020 158  21 -122.2267   10.1610   85.2888
2020 158  22 -122.2270   10.1610   85.2890
2020 158  23 -122.2273   10.1610   85.2892
2020 159   0 -122.2276   10.1610   85.2895
2020 159   1 -122.2280   10.1610   85.2897
2020 159   2 -122.2283   10.1611   85.2900
2020 159   3 -122.2286   10.1610   85.2902
2020 159   4 -122.2290   10.1610   85.2904
2020 159   5 -122.2293   10.1610   85.2907
2020 159   6 -122.2296   10.1610   85.2909
2020 159   7 -122.2300   10.1610   85.2911
2020 159   8 -122.2303   10.1610   85.2914
2020 159   9 -122.2306   10.1610   85.2916
2020 159  10 -122.2309   10.1610   85.2919
2020 159  11 -122.2313   10.1610   85.2921
2020 159  12 -122.2316   10.1610   85.2923
2020 159  13 -122.2319   10.1610   85.2926
2020 159  14 -122.2323   10.1610   85.2928
2020 159  15 -122.2326   10.1610   85.2931
2020 159  16 -122.2329   10.1610   85.2933
2020 159  17 -122.2333   10.1610   85.2936
2020 159  18 -122.2336   10.1610   85.2938
2020 159  19 -122.2339   10.1610   85.2940
2020 159  20 -122.2342   10.1610   85.2943
2020 159  21 -122.2346   10.1610   85.2945
2020 159  22 -122.2349   10.1610   85.2947
2020 159  23 -122.2352   10.1610   85.2950
2020 160   0 -122.2356   10.1610   85.2952
2020 160   1 -122.2359   10.1610   85.2955
2020 160   2 -122.2362   10.1610   85.2957
2020 160   3 -122.2366   10.1610   85.2959
2020 160   4 -122.2369   10.1610   85.2962
2020 160   5 -122.2372   10.1610   85.2964
2020 160   6 -122.2376   10.1610   85.2967
2020 160   7 -122.2379   10.1609   85.2969
2020 160   8 -122.2382   10.1610   85.2971
2020 160   9 -122.2385   10.1609   85.2974
2020 160  10 -122.2389   10.1609   85.2976
2020 160  11 -122.2392   10.1609   85.2979
2020 160  12 -122.2395   10.1609   85.2981
2020 160  13 -122.2399   10.1610   85.2983
2020 160  14 -122.2402   10.1609   85.2986
2020 160  15 -122.2405   10.1610   85.2988
2020 160  16 -122.2409   10.1609   85.2990
2020 160  17 -122.2412   10.1609   85.2993
2020 160  18 -122.2415   10.1609   85.2995
2020 160  19 -122.2419   10.1609   85.2998
2020 160  20 -122.2422   10.1609   85.3000
2020 160  21 -122.2425   10.1609   85.3003
2020 160  22 -122.2429   10.1609   85.3005
2020 160  23 -122.2432   10.1609   85.3007
2020 161   0 -122.2435   10.1609   85.3010
2020 161   1 -122.2438   10.1609   85.3012
2020 161   2 -122.2441   10.1609   85.3014
2020 161   3 -122.2445   10.1609   85.3017
2020 161   4 -122.2448   10.1609   85.3019
2020 161   5 -122.2452   10.1609   85.3022
2020 161   6 -122.2455   10.1609   85.3024
2020 161   7 -122.2458   10.1609   85.3026
2020 161   8 -122.2461   10.1609   85.3029
2020 161   9 -122.2465   10.1609   85.3031
2020 161  10 -122.2468   10.1609   85.3034
2020 161  11 -122.2471   10.1609   85.3036
2020 161  12 -122.2475   10.1609   85.3038
2020 161  13 -122.2478   10.1609   85.3041
2020 161  14 -122.2481   10.1609   85.3043
2020 161  15 -122.2485   10.1609   85.3046
2020 161  16 -122.2488   10.1609   85.3048
2020 161  17 -122.2491   10.1609   85.3050
2020 161  18 -122.2495   10.1609   85.3053
2020 161  19 -122.2498   10.1609   85.3055
2020 161  20 -122.2501   10.1609   85.3058
2020 161  21 -122.2504   10.1608   85.3060
2020 161  22 -122.2508   10.1609   85.3062
2020 161  23 -122.2511   10.1608   85.3065
2020 162   0 -122.2514   10.1608   85.3067
2020 162   1 -122.2518   10.1609   85.3070
2020 162   2 -122.2521   10.1609   85.3072
2020 162   3 -122.2524   10.1608   85.3074
2020 162   4 -122.2527   10.1608   85.3077
2020 162   5 -122.2531   10.1608   85.3079
2020 162   6 -122.2534   10.1608   85.3081
2020 162   7 -122.2537   10.1608   85.3084
2020 162   8 -122.2541   10.1608   85.3086
2020 162   9 -122.2544   10.1608   85.3089
2020 162  10 -122.2547   10.1608   85.3091
2020 162  11 -122.2551   10.1608   85.3094
2020 162  12 -122.2554   10.1608   85.3096
2020 162  13 -122.2557   10.1608   85.3098
2020 162  14 -122.2560   10.1608   85.3101
2020 162  15 -122.2564   10.1608   85.3103
2020 162  16 -122.2567   10.1608   85.3105
2020 162  17 -122.2570   10.1608   85.3108
2020 162  18 -122.2574   10.1608   85.3110
2020 162  19 -122.2577   10.1608   85.3113
2020 162  20 -122.2580   10.1608   85.3115
2020 162  21 -122.2584   10.1608   85.3117
2020 162  22 -122.2587   10.1608   85.3120
2020 162  23 -122.2590   10.1608   85.3122
2020 163   0 -122.2593   10.1608   85.3125
2020 163   1 -122.2597   10.1608   85.3127
2020 163   2 -122.2600   10.1608   85.3129
2020 163   3 -122.2603   10.1608   85.3132
2020 163   4 -122.2607   10.1608   85.3134
2020 163   5 -122.2610   10.1608   85.3137
2020 163   6 -122.2613   10.1608   85.3139
2020 163   7 -122.2617   10.1608   85.3141
2020 163   8 -122.2620   10.1608   85.3144
2020 163   9 -122.2623   10.1608   85.3146
2020 163  10 -122.2626   10.1607   85.3149
2020 163  11 -122.2630   10.1608   85.3151
2020 163  12 -122.2633   10.1608   85.3153
2020 163  13 -122.2636   10.1608   85.3156
2020 163  14 -122.2640   10.1608   85.3158
2020 163  15 -122.2643   10.1608   85.3161
2020 163  16 -122.2646   10.1608   85.3163
2020 163  17 -122.2650   10.1607   85.3165
2020 163  18 -122.2653   10.1608   85.3168
2020 163  19 -122.2656   10.1607   85.3170
2020 163  20 -122.2660   10.1607   85.3172
2020 163  21 -122.2663   10.1607   85.3175
2020 163  22 -122.2666   10.1607   85.3177
2020 163  23 -122.2669   10.1607   85.3180
2020 164   0 -122.2673   10.1607   85.3182
2020 164   1 -122.2676   10.1607   85.3185
2020 164   2 -122.2679   10.1607   85.3187
2020 164   3 -122.2683   10.1607   85.3189
2020 164   4 -122.2686   10.1607   85.3192
2020 164   5 -122.2689   10.1607   85.3194
2020 164   6 -122.2692   10.1607   85.3196
2020 164   7 -122.2696   10.1607   85.3199
2020 164   8 -122.2699   10.1607   85.3201
2020 164   9 -122.2702   10.1607   85.3204
2020 164  10 -122.2706   10.1607   85.3206
2020 164  11 -122.2709   10.1607   85.3208
2020 164  12 -122.2712   10.1607   85.3211
2020 164  13 -122.2716   10.1607   85.3213
2020 164  14 -122.2719   10.1607   85.3216
2020 164  15 -122.2722   10.1607   85.3218
2020 164  16 -122.2726   10.1607   85.3220
2020 164  17 -122.2729   10.1607   85.3223
2020 164  18 -122.2732   10.1607   85.3225
2020 164  19 -122.2736   10.1607   85.3228
2020 164  20 -122.2739   10.1607   85.3230
2020 164  21 -122.2742   10.1607   85.3232
2020 164  22 -122.2745   10.1607   85.3235
2020 164  23 -122.2749   10.1606   85.3237
2020 165   0 -122.2752   10.1607   85.3240
2020 165   1 -122.2755   10.1607   85.3242
2020 165   2 -122.2758   10.1607   85.3244
2020 165   3 -122.2762   10.1607   85.3247
2020 165   4 -122.2765   10.1607   85.3249
2020 165   5 -122.2768   10.1607   85.3252
2020 165   6 -122.2772   10.1606   85.3254
2020 165   7 -122.2775   10.1607   85.3256
2020 165   8 -122.2778   10.1606   85.3259
2020 165   9 -122.2782   10.1606   85.3261
2020 165  10 -122.2785   10.1606   85.3264
2020 165  11 -122.2788   10.1606   85.3266
2020 165  12 -122.2792   10.1607   85.3268
2020 165  13 -122.2795   10.1606   85.3271
2020 165  14 -122.2798   10.1606   85.3273
2020 165  15 -122.2801   10.1606   85.3276
2020 165  16 -122.2805   10.1606   85.3278
2020 165  17 -122.2808   10.1606   85.3280
2020 165  18 -122.2811   10.1606   85.3283
2020 165  19 -122.2815   10.1606   85.3285
2020 165  20 -122.2818   10.1606   85.3288
2020 165  21 -122.2821   10.1606   85.3290
2020 165  22 -122.2824   10.1606   85.3292
2020 165  23 -122.2828   10.1606   85.3295
2020 166   0 -122.2831   10.1606   85.3297
2020 166   1 -122.2834   10.1606   85.3300
2020 166   2 -122.2838   10.1606   85.3302
2020 166   3 -122.2841   10.1606   85.3304
2020 166   4 -122.2844   10.1606   85.3307
2020 166   5 -122.2848   10.1606   85.3309
2020 166   6 -122.2851   10.1606   85.3311
2020 166   7 -122.2854   10.1606   85.3314
2020 166   8 -122.2858   10.1606   85.3316
2020 166   9 -122.2861   10.1606   85.3319
2020 166  10 -122.2864   10.1606   85.3321
2020 166  11 -122.2867   10.1606   85.3323
2020 166  12 -122.2871   10.1606   85.3326
2020 166  13 -122.2874   10.1606   85.3328
2020 166  14 -122.2877   10.1606   85.3331
2020 166  15 -122.2881   10.1606   85.3333
2020 166  16 -122.2884   10.1606   85.3335
2020 166  17 -122.2887   10.1606   85.3338
2020 166  18 -122.2891   10.1606   85.3340
2020 166  19 -122.2894   10.1605   85.3343
2020 166  20 -122.2897   10.1605   85.3345
2020 166  21 -122.2900   10.1605   85.3347
2020 166  22 -122.2904   10.1605   85.3350
2020 166  23 -122.2907   10.1606   85.3352
2020 167   0 -122.2911   10.1606   85.3355
2020 167   1 -122.2914   10.1606   85.3357
2020 167   2 -122.2917   10.1605   85.3359
2020 167   3 -122.2920   10.1605   85.3362
2020 167   4 -122.2924   10.1605   85.3364
2020 167   5 -122.2927   10.1605   85.3366
2020 167   6 -122.2930   10.1605   85.3369
2020 167   7 -122.2933   10.1605   85.3371
2020 167   8 -122.2937   10.1605   85.3374
2020 167   9 -122.2940   10.1605   85.3376
2020 167  10 -122.2943   10.1605   85.3379
2020 167  11 -122.2947   10.1605   85.3381
2020 167  12 -122.2950   10.1605   85.3383
2020 167  13 -122.2953   10.1605   85.3386
2020 167  14 -122.2957   10.1605   85.3388
2020 167  15 -122.2960   10.1605   85.3390
2020 167  16 -122.2963   10.1605   85.3393
2020 167  17 -122.2967   10.1605   85.3395
2020 167  18 -122.2970   10.1605   85.3398
2020 167  19 -122.2973   10.1605   85.3400
2020 167  20 -122.2977   10.1605   85.3402
2020 167  21 -122.2980   10.1605   85.3405
2020 167  22 -122.2983   10.1605   85.3407
2020 167  23 -122.2986   10.1605   85.3410
2020 168   0 -122.2989   10.1605   85.3412
2020 168   1 -122.2993   10.1605   85.3414
2020 168   2 -122.2996   10.1605   85.3417
2020 168   3 -122.2999   10.1605   85.3419
2020 168   4 -122.3003   10.1605   85.3422
2020 168   5 -122.3006   10.1605   85.3424
2020 168   6 -122.3010   10.1604   85.3426
2020 168   7 -122.3013   10.1605   85.3429
2020 168   8 -122.3016   10.1604   85.3431
2020 168   9 -122.3019   10.1604   85.3433
2020 168  10 -122.3023   10.1605   85.3436
2020 168  11 -122.3026   10.1605   85.3438
2020 168  12 -122.3029   10.1605   85.3441
2020 168  13 -122.3033   10.1604   85.3443
2020 168  14 -122.3036   10.1605   85.3445
2020 168  15 -122.3039   10.1604   85.3448
2020 168  16 -122.3043   10.1604   85.3450
2020 168  17 -122.3046   10.1604   85.3453
2020 168  18 -122.3049   10.1604   85.3455
2020 168  19 -122.3052   10.1604   85.3457
2020 168  20 -122.3056   10.1604   85.3460
2020 168  21 -122.3059   10.1604   85.3462
2020 168  22 -122.3062   10.1604   85.3465
2020 168  23 -122.3066   10.1604   85.3467
2020 169   0 -122.3069   10.1604   85.3470
2020 169   1 -122.3072   10.1604   85.3472
2020 169   2 -122.3076   10.1604   85.3474
2020 169   3 -122.3079   10.1604   85.3477
2020 169   4 -122.3082   10.1604   85.3479
2020 169   5 -122.3085   10.1604   85.3481
2020 169   6 -122.3089   10.1604   85.3484
2020 169   7 -122.3092   10.1604   85.3486
2020 169   8 -122.3095   10.1604   85.3489
2020 169   9 -122.3099   10.1604   85.3491
2020 169  10 -122.3102   10.1604   85.3493
2020 169  11 -122.3105   10.1604   85.3496
2020 169  12 -122.3108   10.1604   85.3498
2020 169  13 -122.3112   10.1604   85.3501
2020 169  14 -122.3115   10.1604   85.3503
2020 169  15 -122.3118   10.1604   85.3505
2020 169  16 -122.3122   10.1604   85.3508
2020 169  17 -122.3125   10.1604   85.3510
2020 169  18 -122.3128   10.1604   85.3513
2020 169  19 -122.3132   10.1604   85.3515
2020 169  20 -122.3135   10.1603   85.3517
2020 169  21 -122.3138   10.1604   85.3520
2020 169  22 -122.3142   10.1604   85.3522
2020 169  23 -122.3145   10.1604   85.3525
2020 170   0 -122.3148   10.1604   85.3527
2020 170   1 -122.3151   10.1604   85.3529
2020 170   2 -122.3155   10.1603   85.3532
2020 170   3 -122.3158   10.1603   85.3534
2020 170   4 -122.3161   10.1603   85.3537
2020 170   5 -122.3165   10.1603   85.3539
2020 170   6 -122.3168   10.1603   85.3541
2020 170   7 -122.3171   10.1603   85.3544
2020 170   8 -122.3175   10.1603   85.3546
2020 170   9 -122.3178   10.1603   85.3549
2020 170  10 -122.3181   10.1603   85.3551
2020 170  11 -122.3184   10.1603   85.3553
2020 170  12 -122.3188   10.1603   85.3556
2020 170  13 -122.3191   10.1603   85.3558
2020 170  14 -122.3194   10.1603   85.3561
2020 170  15 -122.3198   10.1603   85.3563
2020 170  16 -122.3201   10.1603   85.3565
2020 170  17 -122.3204   10.1603   85.3568
2020 170  18 -122.3208   10.1603   85.3570
2020 170  19 -122.3211   10.1603   85.3572
2020 170  20 -122.3214   10.1603   85.3575
2020 170  21 -122.3217   10.1603   85.3577
2020 170  22 -122.3221   10.1603   85.3580
2020 170  23 -122.3224   10.1603   85.3582
2020 171   0 -122.3227   10.1603   85.3584
2020 171   1 -122.3231   10.1603   85.3587
2020 171   2 -122.3234   10.1603   85.3589
2020 171   3 -122.3237   10.1603   85.3592
2020 171   4 -122.3241   10.1603   85.3594
2020 171   5 -122.3244   10.1603   85.3596
2020 171   6 -122.3247   10.1603   85.3599
2020 171   7 -122.3250   10.1603   85.3601
2020 171   8 -122.3254   10.1603   85.3604
2020 171   9 -122.3257   10.1603   85.3606
2020 171  10 -122.3260   10.1603   85.3608
2020 171  11 -122.3264   10.1603   85.3611
2020 171  12 -122.3267   10.1603   85.3613
2020 171  13 -122.3270   10.1603   85.3616
2020 171  14 -122.3274   10.1603   85.3618
2020 171  15 -122.3277   10.1603   85.3620
2020 171  16 -122.3280   10.1602   85.3623
2020 171  17 -122.3283   10.1602   85.3625
2020 171  18 -122.3287   10.1602   85.3628
2020 171  19 -122.3290   10.1602   85.3630
2020 171  20 -122.3293   10.1602   85.3632
2020 171  21 -122.3297   10.1603   85.3635
2020 171  22 -122.3300   10.1602   85.3637
2020 171  23 -122.3303   10.1602   85.3639
2020 172   0 -122.3307   10.1602   85.3642
2020 172   1 -122.3310   10.1602   85.3644
2020 172   2 -122.3313   10.1602   85.3647
2020 172   3 -122.3316   10.1602   85.3649
2020 172   4 -122.3320   10.1602   85.3652
2020 172   5 -122.3323   10.1602   85.3654
2020 172   6 -122.3326   10.1602   85.3656
2020 172   7 -122.3330   10.1602   85.3659
2020 172   8 -122.3333   10.1602   85.3661
2020 172   9 -122.3336   10.1602   85.3664
2020 172  10 -122.3340   10.1602   85.3666
2020 172  11 -122.3343   10.1602   85.3668
2020 172  12 -122.3346   10.1602   85.3671
2020 172  13 -122.3349   10.1602   85.3673
2020 172  14 -122.3353   10.1602   85.3675
2020 172  15 -122.3356   10.1602   85.3678
2020 172  16 -122.3359   10.1602   85.3680
2020 172  17 -122.3363   10.1602   85.3683
2020 172  18 -122.3366   10.1602   85.3685
2020 172  19 -122.3369   10.1602   85.3687
2020 172  20 -122.3373   10.1602   85.3690
2020 172  21 -122.3376   10.1602   85.3692
2020 172  22 -122.3379   10.1602   85.3694
2020 172  23 -122.3382   10.1602   85.3697
2020 173   0 -122.3386   10.1602   85.3700
2020 173   1 -122.3389   10.1602   85.3702
2020 173   2 -122.3392   10.1602   85.3704
2020 173   3 -122.3396   10.1602   85.3706
2020 173   4 -122.3399   10.1602   85.3709
2020 173   5 -122.3402   10.1601   85.3711
2020 173   6 -122.3406   10.1601   85.3714
2020 173   7 -122.3409   10.1601   85.3716
2020 173   8 -122.3412   10.1602   85.3719
2020 173   9 -122.3415   10.1602   85.3721
2020 173  10 -122.3419   10.1602   85.3723
2020 173  11 -122.3422   10.1601   85.3726
2020 173  12 -122.3425   10.1601   85.3728
2020 173  13 -122.3429   10.1601   85.3731
2020 173  14 -122.3432   10.1601   85.3733
2020 173  15 -122.3435   10.1601   85.3735
2020 173  16 -122.3439   10.1601   85.3738
2020 173  17 -122.3442   10.1601   85.3740
2020 173  18 -122.3445   10.1601   85.3742
2020 173  19 -122.3448   10.1601   85.3745
2020 173  20 -122.3452   10.1601   85.3747
2020 173  21 -122.3455   10.1601   85.3750
2020 173  22 -122.3458   10.1601   85.3752
2020 173  23 -122.3462   10.1601   85.3754
2020 174   0 -122.3465   10.1601   85.3757
2020 174   1 -122.3468   10.1601   85.3759
2020 174   2 -122.3472   10.1601   85.3762
2020 174   3 -122.3475   10.1601   85.3764
2020 174   4 -122.3478   10.1601   85.3766
2020 174   5 -122.3481   10.1601   85.3769
2020 174   6 -122.3485   10.1601   85.3771
2020 174   7 -122.3488   10.1601   85.3774
2020 174   8 -122.3491   10.1601   85.3776
2020 174   9 -122.3495   10.1601   85.3778
2020 174  10 -122.3498   10.1601   85.3781
2020 174  11 -122.3501   10.1601   85.3783
2020 174  12 -122.3505   10.1601   85.3786
2020 174  13 -122.3508   10.1601   85.3788
2020 174  14 -122.3511   10.1601   85.3790
2020 174  15 -122.3514   10.1601   85.3793
2020 174  16 -122.3518   10.1600   85.3795
2020 174  17 -122.3521   10.1601   85.3798
2020 174  18 -122.3525   10.1600   85.3800
2020 174  19 -122.3528   10.1601   85.3802
2020 174  20 -122.3531   10.1601   85.3805
2020 174  21 -122.3534   10.1601   85.3807
2020 174  22 -122.3538   10.1601   85.3810
2020 174  23 -122.3541   10.1600   85.3812
2020 175   0 -122.3544   10.1601   85.3814
2020 175   1 -122.3547   10.1600   85.3817
2020 175   2 -122.3551   10.1600   85.3819
2020 175   3 -122.3554   10.1600   85.3822
2020 175   4 -122.3558   10.1600   85.3824
2020 175   5 -122.3561   10.1600   85.3826
2020 175   6 -122.3564   10.1600   85.3829
2020 175   7 -122.3567   10.1600   85.3831
2020 175   8 -122.3571   10.1600   85.3834
2020 175   9 -122.3574   10.1600   85.3836
2020 175  10 -122.3577   10.1600   85.3838
2020 175  11 -122.3581   10.1600   85.3841
2020 175  12 -122.3584   10.1600   85.3843
2020 175  13 -122.3587   10.1600   85.3845
2020 175  14 -122.3591   10.1600   85.3848
2020 175  15 -122.3594   10.1600   85.3850
2020 175  16 -122.3597   10.1600   85.3853
2020 175  17 -122.3600   10.1600   85.3855
2020 175  18 -122.3604   10.1600   85.3857
2020 175  19 -122.3607   10.1600   85.3860
2020 175  20 -122.3610   10.1600   85.3862
2020 175  21 -122.3614   10.1600   85.3865
2020 175  22 -122.3617   10.1600   85.3867
2020 175  23 -122.3620   10.1600   85.3869
2020 176   0 -122.3624   10.1600   85.3872
2020 176   1 -122.3627   10.1600   85.3874
2020 176   2 -122.3630   10.1600   85.3877
2020 176   3 -122.3633   10.1600   85.3879
2020 176   4 -122.3637   10.1600   85.3882
2020 176   5 -122.3640   10.1599   85.3884
2020 176   6 -122.3643   10.1600   85.3886
2020 176   7 -122.3647   10.1600   85.3889
2020 176   8 -122.3650   10.1600   85.3891
2020 176   9 -122.3653   10.1600   85.3893
2020 176  10 -122.3657   10.1600   85.3896
2020 176  11 -122.3660   10.1600   85.3898
2020 176  12 -122.3663   10.1599   85.3900
2020 176  13 -122.3666   10.1599   85.3903
2020 176  14 -122.3670   10.1599   85.3905
2020 176  15 -122.3673   10.1599   85.3908
2020 176  16 -122.3676   10.1599   85.3910
2020 176  17 -122.3680   10.1600   85.3913
2020 176  18 -122.3683   10.1600   85.3915
2020 176  19 -122.3686   10.1599   85.3917
2020 176  20 -122.3689   10.1599   85.3920
2020 176  21 -122.3693   10.1599   85.3922
2020 176  22 -122.3696   10.1599   85.3925
2020 176  23 -122.3699   10.1599   85.3927
2020 177   0 -122.3703   10.1599   85.3929
2020 177   1 -122.3706   10.1599   85.3932
2020 177   2 -122.3709   10.1599   85.3934
2020 177   3 -122.3713   10.1599   85.3936
2020 177   4 -122.3716   10.1599   85.3939
2020 177   5 -122.3719   10.1599   85.3941
2020 177   6 -122.3723   10.1599   85.3944
2020 177   7 -122.3726   10.1599   85.3946
2020 177   8 -122.3729   10.1599   85.3948
2020 177   9 -122.3732   10.1599   85.3951
2020 177  10 -122.3736   10.1599   85.3953
2020 177  11 -122.3739   10.1599   85.3956
2020 177  12 -122.3742   10.1599   85.3958
2020 177  13 -122.3746   10.1599   85.3961
2020 177  14 -122.3749   10.1599   85.3963
2020 177  15 -122.3752   10.1599   85.3965
2020 177  16 -122.3756   10.1599   85.3967
2020 177  17 -122.3759   10.1599   85.3970
2020 177  18 -122.3762   10.1599   85.3972
2020 177  19 -122.3766   10.1599   85.3975
2020 177  20 -122.3769   10.1599   85.3977
2020 177  21 -122.3772   10.1599   85.3980
2020 177  22 -122.3775   10.1599   85.3982
2020 177  23 -122.3779   10.1598   85.3984
2020 178   0 -122.3782   10.1599   85.3987
2020 178   1 -122.3785   10.1598   85.3989
2020 178   2 -122.3789   10.1598   85.3992
2020 178   3 -122.3792   10.1598   85.3994
2020 178   4 -122.3795   10.1599   85.3996
2020 178   5 -122.3798   10.1599   85.3999
2020 178   6 -122.3802   10.1598   85.4001
2020 178   7 -122.3805   10.1599   85.4004
2020 178   8 -122.3808   10.1598   85.4006
2020 178   9 -122.3812   10.1598   85.4008
2020 178  10 -122.3815   10.1598   85.4011
2020 178  11 -122.3818   10.1598   85.4013
2020 178  12 -122.3822   10.1598   85.4015
2020 178  13 -122.3825   10.1598   85.4018
2020 178  14 -122.3828   10.1598   85.4020
2020 178  15 -122.3832   10.1598   85.4023
2020 178  16 -122.3835   10.1598   85.4025
2020 178  17 -122.3838   10.1598   85.4027
2020 178  18 -122.3841   10.1598   85.4030
2020 178  19 -122.3845   10.1598   85.4032
2020 178  20 -122.3848   10.1598   85.4035
2020 178  21 -122.3851   10.1598   85.4037
2020 178  22 -122.3855   10.1598   85.4039
2020 178  23 -122.3858   10.1598   85.4042
2020 179   0 -122.3861   10.1598   85.4044
2020 179   1 -122.3864   10.1598   85.4047
2020 179   2 -122.3868   10.1598   85.4049
2020 179   3 -122.3871   10.1598   85.4051
2020 179   4 -122.3874   10.1598   85.4054
2020 179   5 -122.3878   10.1598   85.4056
2020 179   6 -122.3881   10.1598   85.4059
2020 179   7 -122.3884   10.1598   85.4061
2020 179   8 -122.3888   10.1598   85.4063
2020 179   9 -122.3891   10.1598   85.4066
2020 179  10 -122.3894   10.1598   85.4068
2020 179  11 -122.3898   10.1598   85.4071
2020 179  12 -122.3901   10.1598   85.4073
2020 179  13 -122.3904   10.1598   85.4075
2020 179  14 -122.3907   10.1598   85.4078
2020 179  15 -122.3911   10.1598   85.4080
2020 179  16 -122.3914   10.1598   85.4083
2020 179  17 -122.3917   10.1598   85.4085
2020 179  18 -122.3921   10.1598   85.4087
2020 179  19 -122.3924   10.1597   85.4090
2020 179  20 -122.3927   10.1597   85.4092
2020 179  21 -122.3930   10.1597   85.4095
2020 179  22 -122.3934   10.1597   85.4097
2020 179  23 -122.3937   10.1597   85.4099
2020 180   0 -122.3940   10.1597   85.4102
2020 180   1 -122.3944   10.1597   85.4104
